ID,site_name,climate_div_num,climate_div_name,SLOPE_PCT,PERC_DEV,PERC_FOR,PERC_AG,PERC_WATER,DRAIN_SQKM,HYDRO_DISTURB_INDX,PPTAVG_BASIN,T_MAX_BASIN,PET,GEOL_REEDBUSH_DOM,STREAMS_KM_SQ_KM,STRAHLER_MAX,HIRES_LENTIC_PCT,BFI_AVE,TOPWET,CONTACT,RUNAVE7100,PCT_1ST_ORDER,NDAMS_2009,DDENS_2009,DECIDNLCD06,EVERGRNLCD06,HGA,HGB,HGAD,HGC,HGD,HGAC,HGBD,HGCD,HGBC,PERMAVE,ROCKDEPAVE,CLAYAVE,SILTAVE,SANDAVE
2080500,"ROANOKE RIVER AT ROANOKE RAPIDS, NC",8,Northern_Coastal_Plain,6.4,7.39,62.07,20.41,2.23,21947.92,29,116.694,20.26768,780.0161,2,0.917075513,9,2.32341191,47.03244,12.23306,275.1628,368.5689,59.65469848,381,1.735927596,47.37562,10.92443,1.041679,70.85041,0,22.07553,2.295501,0,0.3919115,3.34497,0,1.840012,54.84835,35.78822,34.8459,29.36589
208111310,"CASHIE RIVER AT SR1257 NEAR WINDSOR, NC",8,Northern_Coastal_Plain,0.2,5.77,40.92,23.75,0.15,288.4779,9,121.4396,21.97153,845.4075,1,0.569456447,4,0.04648536,32.67244,14.08882,1205.749,358.3145,61.31306171,0,0,7.246413,31.22787,4.745008,37.84367,0.3231637,15.18583,33.7433,0,8.159039,0,0,2.279845,60,26.81593,35.74812,37.43596
2081500,"TAR RIVER NEAR TAR RIVER, NC",3,Northern_Piedmont,2.4,4.75,56.44,23.24,0.49,428.3661,13,118.9024,21.15481,819.8504,3,0.982296452,5,0.7173113,29.5661,12.85884,416.5905,362.044,53.41298652,0,0,38.16751,13.20239,0,44.20106,0,47.32367,7.57668,0,0,0.8985909,0,1.322451,57.04649,35.60957,39.96086,24.42957
2081747,"TAR R AT US 401 AT LOUISBURG, NC",3,Northern_Piedmont,2.9,7.48,56.72,20.48,0.51,1127.123,16,118.5377,21.3297,817.6731,3,0.899469712,5,0.726628689,30.79395,12.55174,349.3895,362.0344,52.21870305,18,1.596986309,33.89036,16.00156,0,60.01913,0,35.21135,3.791538,0,0,0.9779776,0,1.402597,57.03153,35.86743,35.68344,28.44914
2081942,"TAR RIVER AT NC-581 NEAR SPRING HOPE, NC",8,Northern_Coastal_Plain,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
208250410,"TAR RIVER BELOW DAM NEAR LANGLEY CROSSROADS, NC",8,Northern_Coastal_Plain,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2082585,"TAR RIVER AT NC 97 AT ROCKY MOUNT, NC",8,Northern_Coastal_Plain,2.5,9.04,47.95,26.2,0.97,2415.513,19,118.3667,21.59944,828.6788,3,0.894307338,6,0.90688826,34.64448,12.8425,533.1516,362.1341,54.3690408,53,2.194150891,27.0689,15.02625,2.30536,64.11859,0.006182414,22.24479,6.503034,0,4.178351,0.6436827,0,1.780414,58.16901,33.77254,30.86803,35.35942
2082770,"SWIFT CREEK AT HILLIARDSTON, NC",8,Northern_Coastal_Plain,2.7,7.79,53.95,24.48,0.57,447.0708,12,117.8707,21.52431,825.9452,4,0.953319251,4,0.6560354,37.63018,12.83345,329.513,360.5953,57.92350509,18,4.026207929,27.92166,20.7097,1.045497,79.30949,0,14.08783,2.763852,0,2.254503,0.5388291,0,1.782811,58.78304,35.49352,28.05522,36.45127
2082950,"LITTLE FISHING CREEK NEAR WHITE OAK, NC",8,Northern_Coastal_Plain,2.5,4.58,67.44,13.97,0.25,460.8531,9,118.574,21.40076,834.1591,2,0.850403957,4,0.19900048,40.08921,12.98966,391.192,338.5184,59.59570444,3,0.650966653,32.71947,31.98928,2.70215,70.85495,0,23.77548,1.527857,0,0.8394599,0.30011,0,1.997542,58.42608,34.45631,29.31284,36.23085
2083000,"FISHING CREEK NEAR ENFIELD, NC",8,Northern_Coastal_Plain,2.6,5.03,62.07,16.97,0.36,1371.754,10,118.1319,21.47312,834.4149,2,0.867788248,5,0.233175938,39.41309,12.93639,508.0672,338.9597,58.90992211,11,0.801893051,30.35571,27.59054,5.581298,68.75451,0.02655739,18.89471,3.613066,0,2.702518,0.4273444,0,2.226954,58.5276,33.57432,27.69216,38.73352
2083500,"TAR RIVER AT TARBORO, NC",8,Northern_Coastal_Plain,2,7.7,45.28,26.98,0.73,5753.854,19,118.1882,21.68974,835.9131,2,0.921813449,7,0.53744836,37.16785,13.23789,647.3392,352.5643,56.42887376,99,1.720585889,22.75848,17.99883,10.14158,55.28358,0.04944586,18.9602,9.639696,0,5.507978,0.4175263,0,2.763618,58.67394,30.57281,27.62337,41.80382
2084000,"TAR RIVER AT GREENVILLE, NC",7,Central_Coastal_Plain,1.8,7.72,41.08,29.24,0.76,6984.106,20,118.5879,21.82002,841.3585,2,0.910997914,7,0.500701199,37.43035,13.31569,708.2376,350.0665,56.41481517,113,1.617959407,19.16968,17.78326,13.8423,49.02967,0.06628829,17.66289,12.29208,0,6.763936,0.3428337,0,3.210209,58.82737,28.97394,26.60149,44.42457
2084160,"CHICOD CR AT SR1760 NEAR SIMPSON, NC",7,Central_Coastal_Plain,0.1,4.14,19.52,41.55,0.16,109.0404,11,126.4974,22.91419,885.1846,1,0.780859663,4,0.1543312,35.80359,14.15895,291.2354,342.7285,58.26296853,0,0,2.309191,16.09171,1.057049,11.9273,0.1319361,2.851067,46.68815,0,37.3445,0,0,5.93952,60,27.72728,30.31164,41.96108
2084557,"VAN SWAMP NEAR HOKE, NC",8,Northern_Coastal_Plain,0,3.06,31.4,8.14,0,56.13005,14,127.1077,22.16189,883.3046,1,0.419512899,-99,0.02404694,34.30863,14.16712,6019.249,354.3803,0,0,0,0,30.89551,11.64051,0.5996441,0,1.467902,75.44656,0,10.84538,0,0,2.820472,59.97805,29.12347,30.81522,40.06131
2085000,"ENO RIVER AT HILLSBOROUGH, NC",3,Northern_Piedmont,2.9,11.82,56.33,25.01,1.25,170.9253,22,119.2875,21.23981,825.8508,5,0.792383573,4,1.615969546,31.42882,12.96402,353.7083,358.9597,61.48158129,11,6.435559862,46.77728,6.934608,0,60.82589,0,37.12991,2.044196,0,0,0,0,1.367749,57.37128,36.22773,39.04268,24.7296
2085070,"ENO RIVER NEAR DURHAM, NC",3,Northern_Piedmont,3.5,17.4,59.23,17.48,0.77,367.7643,23,120.3226,21.35665,823.7138,5,0.83219089,4,1.061114166,30.74369,12.38005,324.6087,358.9962,60.02974676,24,6.525918911,47.55315,8.183747,0,61.10399,0,34.24815,4.335638,0,0,0.3122285,0,1.355881,56.85306,36.24366,39.89822,23.85813
208521324,"LITTLE RIVER AT SR1461 NEAR ORANGE FACTORY, NC",3,Northern_Piedmont,2.9,5.89,59.73,27.6,0.39,202.6575,13,119.6337,21.2605,819.756,5,0.739752538,4,0.4782947,30.78925,12.41705,317.5988,358.9775,49.70415512,5,2.467216856,47.6496,8.389475,0,60.99977,0,37.00023,2,0,0,0,0,1.378833,57.67428,35.52169,39.16194,25.31637
208524090,"MOUNTAIN CREEK AT SR1617 NR BAHAMA, NC",3,Northern_Piedmont,4.1,9.44,51.98,32.24,0.34,20.7432,15,119.1573,21.29963,822.7673,5,0.763761618,2,0.4425547,30.01831,12.19313,174.1583,359,54.45645546,3,14.46257087,42.22492,6.260847,0,64,0,34,2,0,0,0,0,1.3845,57.3,35.192,41.15901,23.64899
208524975,"LITTLE R BL LITTLE R TRIB AT FAIRNTOSH, NC",3,Northern_Piedmont,3.1,7.59,58.07,27.07,0.91,254.4759,20,119.6645,21.29596,820.8598,5,0.781453961,4,0.506099,30.57326,12.4504,295.8592,358.9821,50.10715514,10,3.929645204,45.96978,8.379457,0.001202471,62.4674,0,35.3746,2.11884,0,0,0.03795919,0,1.388513,57.60294,35.58942,39.20526,25.20532
2085500,"FLAT RIVER AT BAHAMA, NC",3,Northern_Piedmont,2.9,6.28,56.51,28.77,0.36,384.6807,17,118.8025,21.03334,812.0695,5,0.895428598,4,0.6394134,30.89773,12.72218,285.6866,358.2178,55.58435797,4,1.039823417,48.02081,5.18994,0,57.24214,0,40.11291,1.980695,0,0,0.6642514,0,1.359303,57.60629,35.74382,38.73304,25.52313
2086500,"FLAT RIVER AT DAM NEAR BAHAMA, NC",3,Northern_Piedmont,3.1,6.15,57.14,27.86,0.74,434.7468,20,118.8831,21.06723,813.6033,3,0.901432972,4,1.052889,30.69279,12.68393,286.2664,358.3538,55.37252188,5,1.150094722,47.33383,6.424981,0,58.74514,0,38.606,2.009518,0,0,0.6393514,0,1.363618,57.60108,35.91664,38.50723,25.57613
2086624,"KNAP OF REEDS CREEK NEAR BUTNER, NC",3,Northern_Piedmont,3.1,8.48,65.77,14.41,1.54,108.5679,21,119.857,21.31563,826.0446,3,1.00171874,4,1.748306743,28.64785,12.78955,323.4965,359.0885,59.76872681,4,3.684330267,41.22158,19.73042,0.004691995,45.04839,0,42.2618,11.42193,0,0,1.263183,0,1.390755,55.41465,35.10658,40.82524,24.06819
208675010,"ELLERBE CREEK AT CLUB BOULEVARD AT DURHAM, NC",3,Northern_Piedmont,2.4,82.13,14.56,1.96,0.31,15.4845,17,121.6783,21.68198,823.9974,2,0.687076754,2,0.8137169,28.64592,11.38429,736.2907,359.0169,43.74949244,0,0,4.940424,8.788143,0,13.50241,0,18.89236,67.60523,0,0,0,0,0.9567497,43.34676,38.40773,40.39168,21.20058
2086849,"ELLERBE CREEK NEAR GORMAN, NC",3,Northern_Piedmont,2.6,74.46,16.05,2.24,0.14,56.67601,21,120.8631,21.74419,830.7676,2,0.842218427,4,0.4876034,27.97999,12.55251,1127.125,359.0048,62.35270851,0,0,9.13899,5.401757,0,8.790419,0,15.01034,76.19304,0,0,0.006208517,0,0.9133036,41.36889,38.57489,41.56143,19.86368
2087183,"NEUSE RIVER NEAR FALLS, NC",4,Central_Piedmont,3.2,13.53,57.05,17.65,2.9,1998.355,28,119.4484,21.41358,827.3931,2,0.920721794,5,3.571753373,29.4466,13.00713,377.4373,358.8723,56.11999159,97,4.853992409,39.01267,13.29728,0.04604768,52.67009,0,32.11136,14.40525,0,0,0.7672548,0,1.353688,56.84114,36.42994,38.38253,25.18752
208726005,"CRABTREE CR AT EBENEZER CHURCH RD NR RALEIGH, NC",4,Central_Piedmont,3.1,54.61,34.68,3.97,1.93,198.936,29,116.3859,21.61974,847.8807,2,1.028145735,5,1.533207,25.86913,13.05848,621.508,359.0065,58.3600769,38,19.10162062,17.11364,14.57971,0.04986428,44.46951,0,24.98742,30.11797,0,0,0.3752398,0,1.333579,57.53663,37.44794,37.05798,25.49407
2087275,"CRABTREE CREEK AT HWY 70 AT RALEIGH, NC",4,Central_Piedmont,3.3,57.66,32.38,3.97,1.71,253.5885,28,116.6229,21.62839,849.2827,2,1.009600987,5,1.50338,25.85808,13.09672,594.2292,359.0051,59.65674205,58,22.87169962,16.31537,13.34055,0.03911771,52.86526,0,22.18668,24.41496,0,0,0.4939861,0,1.355493,57.40409,37.90965,35.8589,26.23145
2087324,"CRABTREE CREEK AT US 1 AT RALEIGH, NC",4,Central_Piedmont,3.3,63.73,27.92,3.2,1.49,315.361,28,116.9019,21.65692,851.2272,2,0.977331376,5,1.416035128,25.97412,12.98715,610.9575,359.0044,59.58868598,77,24.4164624,14.05476,11.50265,0.03145548,53.28089,0,22.62724,23.57197,0,0,0.4884532,0,1.364924,55.79583,38.25856,35.1415,26.59994
208732534,"PIGEON HOUSE CR AT CAMERON VILLAGE AT RALEIGH, NC",4,Central_Piedmont,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
208732885,"MARSH CREEK NEAR NEW HOPE, NC",4,Central_Piedmont,1.9,94.77,4.36,0.28,0.27,17.8308,22,118.1705,21.89102,862.4763,4,0.765822622,2,1.181102,27.12815,13.33271,1099.136,359,79.19200189,5,28.04136662,2.124975,1.801938,0,88.29023,0,9.820361,1.104381,0,0,0.7850293,0,1.454021,58.29517,37.86285,31.11987,31.01727
208735012,"ROCKY BRANCH BELOW PULLEN DRIVE AT RALEIGH, NC",4,Central_Piedmont,2.1,99.02,0.6,0.37,0,3.1266,20,118.6751,21.5754,861.8673,2,0.785061409,1,0.02878526,25.75533,11.11399,459.7323,359,100,0,0,0.2302821,0.1727116,0,26,0,37,37,0,0,0,0,1.3695,41.5,39.7755,32.95996,27.26454
2087359,"WALNUT CREEK AT SUNNYBROOK DRIVE NR RALEIGH, NC",4,Central_Piedmont,2.4,81.25,13.19,1.48,1.26,77.03018,17,118.8356,21.73182,864.95,2,0.784452276,3,1.68000463,26.17524,13.17495,621.3567,359,61.91300175,13,16.87650217,6.760909,4.664992,0,71.84577,0,17.0349,10.37987,0,0,0.739448,0,1.422001,53.81181,39.62761,31.7898,28.58259
2087500,"NEUSE RIVER NEAR CLAYTON, NC",7,Central_Coastal_Plain,3.1,24.74,49.04,15.32,2.32,2987.484,30,119.0685,21.55774,837.2183,2,0.906746948,6,2.807623152,29.02526,13.00252,479.3119,358.9159,57.31959783,260,8.70297548,32.08765,12.43748,0.03936402,59.92374,0,26.5352,12.77907,0,0.02888691,0.6937327,0,1.38727,56.91383,36.6543,36.28718,27.05852
2087580,"SWIFT CREEK NEAR APEX, NC",4,Central_Piedmont,3.3,75.34,18.25,2.29,1.59,53.93554,20,119.031,21.53425,853.3759,2,1.011631848,3,1.992324613,26.07817,13.65682,947.7179,359.0165,65.71200106,9,16.68658551,11.03621,5.943601,0,81.33867,0,15.62659,2.300147,0,0,0.7345914,0,1.46366,57.73988,38.24733,34.01052,27.74215
208758850,"SWIFT CREEK NEAR MCCULLARS CROSSROADS, NC",4,Central_Piedmont,2.9,55.35,31.48,5.31,3.57,92.664,25,119.047,21.60277,857.668,2,0.92508547,3,4.123932251,26.04467,13.25738,813.9166,359.0094,60.89131953,12,12.95001295,17.23873,11.25971,0,84.13799,0,13.27383,1.742308,0,0,0.8458624,0,1.453653,57.91335,38.80538,32.90641,28.28821
208773375,"SWIFT CREEK AT SR1555 NEAR CLAYTON, NC",7,Central_Coastal_Plain,2.8,36.18,37.15,14.15,2.04,293.886,24,118.8895,21.87842,868.6141,2,0.904816493,4,2.583757241,28.04007,13.36808,691.26,359.0031,59.12518723,35,11.90937983,19.65058,12.43247,0.8940222,80.38511,9E-07,15.43982,1.760195,0,0.8219942,0.6988577,0,1.740983,58.39446,37.05936,29.31505,33.62558
2088000,"MIDDLE CREEK NEAR CLAYTON, NC",7,Central_Coastal_Plain,2.6,23.67,34.75,20.68,0.87,201.4668,18,119.1557,21.89528,864.1227,2,0.973053625,5,1.554152,28.95151,13.37726,396.9936,359.1245,64.25473633,15,7.44539547,16.58238,11.38967,14.1269,60.1402,0,22.7553,2.375639,0,0.1278367,0.4741208,0,3.576061,59.06077,29.05674,22.62989,48.31337
2088500,"LITTLE RIVER NEAR PRINCETON, NC",7,Central_Coastal_Plain,1.6,8.25,34.24,36.85,0.98,594.2367,19,120.9717,22.0589,853.6485,3,0.825080141,4,1.11470691,34.70223,13.60959,622.8625,359.5448,58.27202474,19,3.197379092,18.62182,11.42636,5.025475,65.53655,0,14.58583,7.724149,0,6.838345,0.2896528,0,2.289217,59.22705,31.79726,25.13371,43.06903
2089000,"NEUSE RIVER NEAR GOLDSBORO, NC",7,Central_Coastal_Plain,2.3,18.37,36.47,25.54,1.74,6222.514,32,120.336,21.98579,853.627,2,0.890810531,7,1.955306279,32.97446,13.31844,496.1189,359.5911,58.67348862,376,6.042573789,21.00437,11.34246,7.913161,53.31128,0.01147413,21.87072,12.79943,0,3.684158,0.4097804,0,2.545177,58.26998,31.3531,29.2184,39.42849
2089500,"NEUSE RIVER AT KINSTON, NC",7,Central_Coastal_Plain,2.1,17.69,33.96,27.53,1.71,7021.535,25,121.1394,22.09565,857.7904,2,0.881506252,7,1.7945127,34.014,13.30992,475.0305,366.6284,58.44185534,393,5.597066738,18.80047,11.26423,9.871306,50.24756,0.02126779,21.30116,13.9487,0,4.247456,0.3625471,0,2.781571,58.42949,30.31456,28.55124,41.1342
2090380,"CONTENTNEA CREEK NEAR LUCAMA, NC",7,Central_Coastal_Plain,1.9,8.71,42.26,32.84,3.16,408.7007,17,120.676,21.98573,853.749,2,0.935431234,4,3.214640371,37.19678,13.55882,972.9364,382.9128,64.45421193,14,3.425489606,23.87827,14.66901,5.649608,59.27304,0,21.28398,7.38571,0,6.407662,0,0,2.607345,59.50327,29.73335,21.96139,48.30526
2091000,"NAHUNTA SWAMP NEAR SHINE, NC",7,Central_Coastal_Plain,0.8,5.98,13.64,55.53,0.33,203.3797,12,123.9859,22.7292,883.2487,2,0.753028449,4,0.268599467,41.21534,13.49581,270.9933,383.923,63.93780766,1,0.491691157,2.143044,9.162474,13.91963,41.20103,0.06663539,9.6031,19.46884,0,15.74076,0,0,3.075698,59.90079,25.37338,23.37717,51.24945
2091500,"CONTENTNEA CREEK AT HOOKERTON, NC",7,Central_Coastal_Plain,1,9.55,21.34,43.89,1.24,1908.617,16,121.7471,22.45268,871.1569,2,0.816221903,5,1.117183682,39.42566,13.49498,423.0989,383.6004,59.34766073,31,1.624212715,8.201387,10.56581,25.24878,34.66174,0.1669431,14.81658,15.68786,0,9.418097,0,0,4.331299,59.5448,22.77629,20.87494,56.34876
2091814,"NEUSE RIVER NEAR FORT BARNWELL, NC",7,Central_Coastal_Plain,1.7,14.85,29.72,32.37,1.54,10219.89,26,121.9492,22.26835,863.6593,2,0.87771297,7,1.47349826,35.66545,13.4009,478.1247,374.2369,58.80274868,428,4.187912003,14.72034,11.56969,13.32783,44.23873,0.128924,19.03019,15.82269,0,7.20213,0.2495002,0,3.197584,58.82137,28.11341,26.40414,45.48245
2092500,"TRENT RIVER NEAR TRENTON, NC",7,Central_Coastal_Plain,0.3,3.56,32.53,28.97,0.17,447.5751,9,132.1697,23.146,885.9744,1,0.691992025,5,0.0995297,39.14731,13.59318,657.9653,397.4724,59.20523288,3,0.670278574,0.117626,29.90636,20.47949,19.14063,2.271434,12.99414,23.92713,0,21.18717,0,0,4.38193,59.70592,20.16913,21.1689,58.66196
2093000,"NEW RIVER NEAR GUM BRANCH, NC",6,Southern_Coastal_Plain,0.4,4.38,31.37,36.12,0.1,202.0608,10,135.7599,23.23425,891.3711,1,0.693056743,4,0.091309151,39.42104,13.86141,325.7787,417.4862,65.29359553,1,0.494900545,0.09665408,27.01326,19.84413,31.18788,0.7671394,7.863214,23.51439,0,16.82323,0,0,3.989087,59.98969,21.43506,22.09733,56.46761
2093800,"REEDY FORK NEAR OAK RIDGE, NC",3,Northern_Piedmont,3.4,17.32,42.52,33.08,0.76,53.3151,16,114.4942,20.87304,814.14,3,0.824102928,3,0.935194777,41.23856,12.58101,446.1324,360.1124,54.15913602,7,13.12948864,38.05601,3.857256,0,88,0,10,1,0,0,1,0,1.4405,58.15,39.5755,31.37748,29.04702
2093877,"BRUSH CREEK AT MUIRFIELD RD AT GREENSBORO, NC",3,Northern_Piedmont,3.1,57.82,22.92,10.51,0.37,13.7097,17,113.6317,20.93257,813.757,3,0.804524534,2,0.623646,40.4439,11.35484,462.2151,360.2099,77.75205149,2,14.58821127,19.62187,3.046019,0,72.04065,0,25.72964,1.446214,0,0,0.7834964,0,1.399148,57.85772,38.85465,32.77314,28.37221
209399200,"HORSEPEN CREEK AT US 220 NR GREENSBORO, NC",3,Northern_Piedmont,3.1,78.53,14.71,4.43,0.36,41.0679,18,114.1676,20.95884,814.2911,3,0.740462015,3,1.154917,39.17293,12.60113,499.437,360.0732,54.02703522,8,19.47993445,12.44549,1.832088,0,29.29074,0,55.88235,14.67918,0,0,0.1477285,0,1.319872,51.6246,37.97776,35.16286,26.85937
2094500,"REEDY FORK NEAR GIBSONVILLE, NC",3,Northern_Piedmont,3.2,30.23,39.45,21.48,3.79,340.7031,23,115.1997,20.98505,816.1699,3,0.791029198,4,4.170551873,39.30825,13.07435,482.7635,360.0319,58.56464844,58,17.02361969,33.34064,5.055223,0,74.95036,0,21.23684,3.005244,0,0,0.8075544,0,1.411328,57.20609,39.12078,32.22815,28.65107
2094659,"SOUTH BUFFALO CREEK NR POMONA, NC",3,Northern_Piedmont,2.5,97.04,2.63,0.1,0.07,19.2267,21,114.755,20.96023,815.4908,3,0.776864985,2,0.4400131,38.51973,11.84351,343.0695,360.1326,81.16606579,1,5.201100553,2.21879,0.4072462,0,23.06423,0,48.44157,28.4942,0,0,0,0,1.339426,45.33449,38.89094,34.17894,26.93012
2094770,"SOUTH BUFFALO CREEK AT US 220 AT GREENSBORO, NC",3,Northern_Piedmont,2.6,96.47,2.5,0.26,0.07,40.4181,21,115.0872,21.03068,816.4383,3,0.804486356,2,0.4809726,37.20239,12.67209,335.0357,360.1948,69.25200387,3,7.422417184,2.012959,0.4408916,0,24.17596,0,44.10885,31.71519,0,0,0,0,1.350814,43.88244,39.22591,33.71733,27.05676
2094775,"RYAN CREEK BELOW US 220 AT GREENSBORO, NC",3,Northern_Piedmont,2.8,92.97,5.22,1.58,0,9.8253,21,115.8255,21.12757,820.6045,3,1.090122439,2,0.7236421,35.15627,13.6744,350.3266,361.247,46.19307838,1,10.17780628,4.607493,0.5587615,0,21.24229,0,55.54222,23.21549,0,0,0,0,1.320761,47.71418,38.34197,34.93545,26.72258
2095000,"SOUTH BUFFALO CR NEAR GREENSBORO, NC",3,Northern_Piedmont,2.6,87.91,7.87,2.59,0.13,88.71751,20,115.3956,21.08666,817.9559,3,0.875400921,3,0.68070003,36.1466,12.93412,381.7343,360.4296,60.84903067,6,6.763039224,7.101192,0.6553386,0,21.1939,0,55.73081,23.07528,0,0,0,0,1.320266,47.77739,38.32739,34.95554,26.71707
2095181,"N BUFFALO CR AT WESTOVER TERRACE AT GREENSBORO, NC",3,Northern_Piedmont,2.6,98.42,1.31,0.05,0.2,24.8454,22,114.9296,20.98378,813.7856,3,0.886409959,3,0.4926465,37.84572,11.97205,282.3757,360,71.89878315,3,12.07466976,1.166413,0.06158081,0,26,0,37,37,0,0,0,0,1.3695,41.5,39.7755,32.95996,27.26454
2095271,"NORTH BUFFALO CREEK AT CHURCH ST AT GREENSBORO, NC",3,Northern_Piedmont,2.6,98.78,1.04,0.03,0.13,37.7325,22,115.021,21.01319,814.1182,3,0.812721394,3,0.51759091,37.2905,12.80762,291.3247,360,66.09607836,3,7.950705625,0.946929,0.0405486,0,26,0,37,37,0,0,0,0,1.3695,41.5,39.7755,32.95996,27.26454
